Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
946	ΓΕΝΕΣΙΣ 27:31	με ἡ	με ἡ	1285	consecutive enclitics	εὐλογήσῃ	ψυχή	\vs{31}Καὶ ἐποίησε καὶ αὐτὸς ἐδέσματα, καὶ προσήνεγκε τῷ πατρὶ αὐτοῦ· καὶ εἶπε τῷ πατρὶ, ἀναστήτω ὁ πατήρ μου, καὶ φαγέτω ἀπὸ τῆς θήρας τοῦ υἱοῦ αὐτοῦ, ὅπως εὐλογήσῃ με ἡ ψυχή σου.
947	ΓΕΝΕΣΙΣ 27:32	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	υἱός	\vs{32}Καὶ εἶπεν αὐτῷ Ἰσαὰκ ὁ πατὴρ αὐτοῦ, τίς εἶ σύ; ὁ δὲ εἶπεν, ἐγώ εἰμι ὁ υἱός σου ὁ πρωτότοκος Ἡσαῦ.
947	ΓΕΝΕΣΙΣ 27:32	σου ὁ	σου ὁ	5611	consecutive enclitics	υἱός	πρωτότοκος	\vs{32}Καὶ εἶπεν αὐτῷ Ἰσαὰκ ὁ πατὴρ αὐτοῦ, τίς εἶ σύ; ὁ δὲ εἶπεν, ἐγώ εἰμι ὁ υἱός σου ὁ πρωτότοκος Ἡσαῦ.
959	ΓΕΝΕΣΙΣ 27:43	μου εἰς	μου εἰς	4317	consecutive enclitics	ἀδελφόν	Χαῤῥάν	\vs{43}Νῦν οὖν, τέκνον, ἄκουσόν μου τῆς φωνῆς, καὶ ἀναστὰς ἀπόδραθι εἰς τὴν Μεσοποταμίαν πρὸς Λάβαν τὸν ἀδελφόν μου εἰς Χαῤῥάν.
973	ΓΕΝΕΣΙΣ 28:8	εἰσιν αἱ	εἰσιν αἱ	80	consecutive enclitics	πονηραί	θυγατέρες	\vs{8}Ἰδὼν δὲ καὶ Ἡσαῦ ὅτι πονηραί εἰσιν αἱ θυγατέρες Χαναὰν ἐναντίον Ἰσαὰκ τοῦ πατρὸς αὐτοῦ,
979	ΓΕΝΕΣΙΣ 28:13	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	Θεὸς	\vs{13}Ὁ δὲ Κύριος ἐπεστήρικτο ἐπʼ αὐτῆς· καὶ εἶπεν, ἐγώ εἰμι ὁ Θεὸς Ἁβραὰμ τοῦ πατρός σου, καὶ ὁ Θεὸς Ἰσαάκ· μὴ φοβοῦ· ἡ γῆ ἐφʼ ἧς σὺ καθεύδεις ἐπʼ αὐτῆς, σοὶ δώσω αὐτὴν, καὶ τῷ σπέρματί σου.
980	ΓΕΝΕΣΙΣ 28:14	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	σου	ἄμμος	\vs{14}Καὶ ἔσται τὸ σπέρμα σου ὡς ἡ ἄμμος τῆς γῆς, καὶ πλατυνθήσεται ἐπὶ θάλασσαν, καὶ Λίβα, καὶ Βοῤῥὰν, καὶ ἐπὶ ἀνατολάς· καὶ ἐνευλογηθήσονται ἐν σοὶ πᾶσαι αἱ φυλαὶ τῆς γῆς, καὶ ἐν τῷ σπέρματί σου.
981	ΓΕΝΕΣΙΣ 28:15	σε ἐν	σε ἐν	1148	consecutive enclitics	διαφυλάσσων	τῇ	\vs{15}Καὶ ἰδοὺ ἐγώ εἰμι μετὰ σοῦ, διαφυλάσσων σε ἐν τῇ ὁδῷ πάσῃ, οὗ ἂν πορευθῇς· καὶ ἀποστρέψω σε εἰς τὴν γῆν ταύτην· ὅτι οὐ μή σε ἐγκαταλίπω, ἕως τοῦ ποιῆσαί με πάντα ὅσα ἐλάλησά σοι.
981	ΓΕΝΕΣΙΣ 28:15	σε εἰς	σε εἰς	1148	consecutive enclitics	ἀποστρέψω	τὴν	\vs{15}Καὶ ἰδοὺ ἐγώ εἰμι μετὰ σοῦ, διαφυλάσσων σε ἐν τῇ ὁδῷ πάσῃ, οὗ ἂν πορευθῇς· καὶ ἀποστρέψω σε εἰς τὴν γῆν ταύτην· ὅτι οὐ μή σε ἐγκαταλίπω, ἕως τοῦ ποιῆσαί με πάντα ὅσα ἐλάλησά σοι.
986	ΓΕΝΕΣΙΣ 28:20	με ἐν	με ἐν	1285	consecutive enclitics	διαφυλάξῃ	τῇ	\vs{20}Καὶ ηὔξατο Ἰακὼβ εὐχὴν, λέγων, ἐὰν ᾖ Κύριος ὁ Θεὸς μετʼ ἐμοῦ, καὶ διαφυλάξῃ με ἐν τῇ ὁδῷ ταύτῃ, ᾗ ἐγὼ πορεύομαι, καὶ δῷ μοι ἄρτον φαγεῖν, καὶ ἱμάτιον περιβαλέσθαι,
987	ΓΕΝΕΣΙΣ 28:21	μοι εἰς	μοι εἰς	882	consecutive enclitics	Κύριός	Θεόν	\vs{21}καὶ ἀποστρέψῃ με μετὰ σωτηρίας εἰς τὸν οἶκον τοῦ πατρός μου, καὶ ἔσται Κύριός μοι εἰς Θεόν.
1024	ΓΕΝΕΣΙΣ 29:32	με ὁ	με ὁ	1285	consecutive enclitics	ἀγαπήσει	ἀνήρ	\vs{32}Καὶ συνέλαβε Λεία, καὶ ἔτεκεν υἱὸν τῷ Ἰακώβ· ἐκάλεσε δὲ τὸ ὄνομα αὐτοῦ Ῥουβὴν, λέγουσα, διότι εἶδέ μου Κύριος τὴν ταπείνωσιν, καὶ ἔδωκέ μοι υἱόν· νῦν οὖν ἀγαπήσει με ὁ ἀνήρ μου.
1035	ΓΕΝΕΣΙΣ 30:6	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἔκρινέ	Θεὸς	\vs{6}Καὶ εἶπε Ῥαχὴλ, ἔκρινέ μοι ὁ Θεὸς, καὶ ἐπήκουσε τῆς φωνῆς μου, καὶ ἔδωκε μοι υἱόν· διὰ τοῦτο ἐκάλεσε τὸ ὄνομα αὐτοῦ, Δάν.
1042	ΓΕΝΕΣΙΣ 30:13	με αἱ	με αἱ	1285	consecutive enclitics	μακαριοῦσί	γυναῖκες	\vs{13}Καὶ εἶπε Λεία, μακαρία ἐγὼ, ὅτι μακαριοῦσί με αἱ γυναῖκες· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ἀσήρ.
1047	ΓΕΝΕΣΙΣ 30:18	μοι ὁ	μοι ὁ	882	consecutive enclitics	δέδωκέ	Θεὸς	\vs{18}Καὶ εἶπε Λεία, δέδωκέ μοι ὁ Θεὸς τὸν μισθόν μου, ἀνθʼ οὗ ἔδωκα τὴν παιδίσκην μου τῷ ἀνδρί μου· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ἰσσάχαρ, ὅ ἐστι μισθός.
1049	ΓΕΝΕΣΙΣ 30:20	με ὁ	με ὁ	1285	consecutive enclitics	αἱρετιεῖ	ἀνήρ	\vs{20}Καὶ εἶπε Λεία, δεδώρηται ὁ Θεός μοι δῶρον καλὸν ἐν τῷ νῦν καιρῷ· αἱρετιεῖ με ὁ ἀνήρ μου, τέτοκα γὰρ αὐτῷ υἱοὺς ἕξ· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ζαβουλών.
1057	ΓΕΝΕΣΙΣ 30:27	με ὁ	με ὁ	1285	consecutive enclitics	γάρ	Θεὸς	\vs{27}Εἶπε δὲ αὐτῷ Λάβαν, εἰ εὗρον χάριν ἐναντίον σου, οἰωνισάμην ἄν· εὐλόγησε γάρ με ὁ Θεὸς ἐπὶ τῇ σῇ εἰσόδῳ.
1059	ΓΕΝΕΣΙΣ 30:29	σου μετ	σου μετ	5611	consecutive enclitics	κτήνη		\vs{29}Εἶπε δὲ Ἰακὼβ, σὺ γινώσκεις ἃ δεδούλευκά σοι, καὶ ὅσα ἦν κτήνη σου μετʼ ἐμοῦ.
1063	ΓΕΝΕΣΙΣ 30:33	μοι ἡ	μοι ἡ	882	consecutive enclitics	ἐπακούσεταί	δικαιοσύνη	\vs{33}Καὶ ἐπακούσεταί μοι ἡ δικαιοσύνη μου ἐν τῇ ἡμέρᾳ τῇ ἐπαύριον, ὅτι ἐστὶν ὁ μισθός μου ἐνώπιόν σου· πᾶν ὃ ἐὰν μὴ ᾖ ῥαντὸν καὶ διάλευκον ἐν ταῖς αἰξὶ, καὶ φαιὸν ἐν τοῖς ἄρνασι, κεκλεμμένον ἔσται παρʼ ἐμοί.
1063	ΓΕΝΕΣΙΣ 30:33	μου ἐν	μου ἐν	4317	consecutive enclitics	δικαιοσύνη	τῇ	\vs{33}Καὶ ἐπακούσεταί μοι ἡ δικαιοσύνη μου ἐν τῇ ἡμέρᾳ τῇ ἐπαύριον, ὅτι ἐστὶν ὁ μισθός μου ἐνώπιόν σου· πᾶν ὃ ἐὰν μὴ ᾖ ῥαντὸν καὶ διάλευκον ἐν ταῖς αἰξὶ, καὶ φαιὸν ἐν τοῖς ἄρνασι, κεκλεμμένον ἔσται παρʼ ἐμοί.
1085	ΓΕΝΕΣΙΣ 31:10	μου ἐν	μου ἐν	4317	consecutive enclitics	ὀφθαλμοῖς	τῷ	\vs{10}Καὶ ἐγένετο ἡνίκα ἐνεκίσσων τὰ πρόβατα ἐν γαστρὶ λαμβάνοντα, καὶ εἶδον τοῖς ὀφθαλμοῖς μου ἐν τῷ ὕπνῳ· καὶ ἰδοὺ οἱ τράγοι καὶ οἱ κριοὶ ἀναβαίνοντες ἐπὶ τὰ πρόβατα καὶ τὰς αἶγας, διάλευκοι καὶ ποικίλοι καὶ σποδοειδεῖς ῥαντοί.
1086	ΓΕΝΕΣΙΣ 31:11	μοι ὁ	μοι ὁ	882	consecutive enclitics	εἶπέ	Ἄγγελος	\vs{11}Καὶ εἶπέ μοι ὁ Ἄγγελος τοῦ Θεοῦ καθʼ ὕπνον, Ἰακώβ· ἐγὼ δὲ εἶπα, τί ἐστι;
1088	ΓΕΝΕΣΙΣ 31:13	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	Ἐγώ	Θεὸς	\vs{13}Ἐγώ εἰμι ὁ Θεὸς ὁ ὀφθείς σοι ἐν τόπῳ Θεοῦ, οὗ ἤλειψάς μοι ἐκεῖ στήλην, καὶ ηὔξω μοι ἐκεῖ εὐχήν· νῦν οὖν ἀνάστηθι, καὶ ἔξελθε ἐκ τῆς γῆς ταύτης, καὶ ἄπελθε εἰς τὴν γῆν τῆς γενέσεώς σου, καὶ ἔσομαι μετὰ σοῦ.
1088	ΓΕΝΕΣΙΣ 31:13	σοι ἐν	σοι ἐν	1034	consecutive enclitics	ὀφθείς	τόπῳ	\vs{13}Ἐγώ εἰμι ὁ Θεὸς ὁ ὀφθείς σοι ἐν τόπῳ Θεοῦ, οὗ ἤλειψάς μοι ἐκεῖ στήλην, καὶ ηὔξω μοι ἐκεῖ εὐχήν· νῦν οὖν ἀνάστηθι, καὶ ἔξελθε ἐκ τῆς γῆς ταύτης, καὶ ἄπελθε εἰς τὴν γῆν τῆς γενέσεώς σου, καὶ ἔσομαι μετὰ σοῦ.
1102	ΓΕΝΕΣΙΣ 31:27	σε μετ	σε μετ	1148	consecutive enclitics	ἄν		\vs{27}Καὶ εἰ ἀνήγγειλάς μοι, ἐξαπέστειλα ἄν σε μετʼ εὐφροσύνης, καὶ μετὰ μουσικῶν, καὶ τυμπάνων, καὶ κιθάρας.
1106	ΓΕΝΕΣΙΣ 31:31	σου ἀπ	σου ἀπ	5611	consecutive enclitics	θυγατέρας		\vs{31}Ἀποκριθεὶς δὲ Ἰακὼβ εἶπε τῷ Λάβαν, ὅτι ἐφοβήθην· εἶπα γὰρ, μή ποτε ἀφέλῃ τὰς θυγατέρας σου ἀπʼ ἐμοῦ, καὶ πάντα τὰ ἐμά.
1107	ΓΕΝΕΣΙΣ 31:32	ἐστι παρ	ἐστι παρ	415	consecutive enclitics	τί		\vs{32}Καὶ εἶπεν Ἰακὼβ, παρʼ ᾧ ἂν εὕρῃς τοὺς θεούς σου, οὐ ζήσεται ἐναντίον τῶν ἀδελφῶν ἡμῶν· ἐπίγνωθι τί ἐστι παρʼ ἐμοὶ τῶν σῶν, καὶ λάβε· καὶ οὐκ ἐπέγνω παρʼ αὐτῷ οὐθέν· οὐκ ᾔδει δὲ Ἰακὼβ, ὅτι Ῥαχὴλ ἡ γυνὴ αὐτοῦ ἔκλεψεν αὐτούς.
1113	ΓΕΝΕΣΙΣ 31:38	σου οὐκ	σου οὐκ	5611	consecutive enclitics	αἶγές	ἠτεκνώθησαν	\vs{38}Ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι μετὰ σοῦ· τὰ πρόβατά σου καὶ αἱ αἶγές σου οὐκ ἠτεκνώθησαν· κριοὺς τῶν προβάτων σου οὐ κατέφαγον.
1113	ΓΕΝΕΣΙΣ 31:38	σου οὐ	σου οὐ	5611	consecutive enclitics	προβάτων	κατέφαγον	\vs{38}Ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι μετὰ σοῦ· τὰ πρόβατά σου καὶ αἱ αἶγές σου οὐκ ἠτεκνώθησαν· κριοὺς τῶν προβάτων σου οὐ κατέφαγον.
1116	ΓΕΝΕΣΙΣ 31:41	εἰμι ἐν	εἰμι ἐν	263	consecutive enclitics	ἐγώ	τῇ	\vs{41}Ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι ἐν τῇ οἰκίᾳ σου· ἐδούλευσά σοι δεκατέσσαρα ἔτη ἀντὶ τῶν δύο θυγατέρων σου, καὶ ἓξ ἔτη ἐν τοῖς προβάτοις σου, καὶ παρελογίσω τὸν μισθόν μου δέκα ἀμνάσιν.
1146	ΓΕΝΕΣΙΣ 32:13	σου ὡς	σου ὡς	5611	consecutive enclitics	σπέρμα	τὴν	\vs{13}Σὺ δὲ εἶπας, εὐ σε ποιήσω, καὶ θήσω τὸ σπέρμα σου ὡς τὴν ἄμμον τῆς θαλάσσης, ἣ οὐκ ἀριθμηθήσεται ὑπὸ τοῦ πλήθους.
1165	ΓΕΝΕΣΙΣ 32:31	μου ἡ	μου ἡ	4317	consecutive enclitics	ἐσώθη	ψυχή	\vs{31}Καὶ ἐκάλεσεν Ἰακὼβ τὸ ὄνομα τοῦ τόπου ἐκείνου, εἶδος Θεοῦ· εἶδον γὰρ Θεὸν πρόσωπον πρὸς πρόσωπον, καὶ ἐσώθη μου ἡ ψυχή.
1180	ΓΕΝΕΣΙΣ 33:11	με ὁ	με ὁ	1285	consecutive enclitics	ἠλέησέ	Θεὸς	\vs{11}Λάβε τὰς εὐλογίας μου, ἃς ἤνεγκά σοι, ὅτι ἠλέησέ με ὁ Θεὸς, καὶ ἔστι μοι πάντα· καὶ ἐβιάσατο αὐτὸν, καὶ ἔλαβε.
1188	ΓΕΝΕΣΙΣ 33:18	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ἥ	γῇ	\vs{18}Καὶ ἦλθεν Ἰακὼβ εἰς Σαλὴμ, πόλιν Σηκίμων, ἥ ἐστιν ἐν γῇ Χαναὰν, ὅτε ἐπανῆλθεν ἐκ τῆς Μεσοποταμίας Συρίας· καὶ παρενέλαβε κατὰ πρόσωπον τῆς πόλεως.
1224	ΓΕΝΕΣΙΣ 34:30	εἰμι ἐν	εἰμι ἐν	263	consecutive enclitics	ὀλιγοστός	ἀριθμῷ	\vs{30}Εἶπε δὲ Ἰακὼβ πρὸς Συμεὼν καὶ Λευὶ, μισητόν με πεποιήκατε, ὥστε πονηρόν με εἶναι πᾶσι τοῖς κατοικοῦσι τὴν γῆν, ἔν τε τοῖς Χαναναίοις, καὶ ἐν τοῖς Φερεζαίοις· ἐγὼ δὲ ὀλιγοστός εἰμι ἐν ἀριθμῷ· καὶ συναχθέντες ἐπʼ ἐμὲ συγκόψουσί με, καὶ ἐκτριβήσομαι ἐγὼ, καὶ ὁ οἶκός μου.
1230	ΓΕΝΕΣΙΣ 35:3	μου ἐν	μου ἐν	4317	consecutive enclitics	ἐπακούσαντί	ἡμέρᾳ	\vs{3}Καὶ ἀναστάντες ἀναβῶμεν εἰς Βαιθὴλ, καὶ ποιήσωμεν ἐκεῖ θυσιαστήριον τῷ Θεῷ τῷ ἐπακούσαντί μου ἐν ἡμέρᾳ θλίψεως, ὃς ἦν μετʼ ἐμοῦ, καὶ διέσωσέ με ἐν τῇ ὁδῷ, ᾗ ἐπορεύθην.
1230	ΓΕΝΕΣΙΣ 35:3	με ἐν	με ἐν	1285	consecutive enclitics	διέσωσέ	τῇ	\vs{3}Καὶ ἀναστάντες ἀναβῶμεν εἰς Βαιθὴλ, καὶ ποιήσωμεν ἐκεῖ θυσιαστήριον τῷ Θεῷ τῷ ἐπακούσαντί μου ἐν ἡμέρᾳ θλίψεως, ὃς ἦν μετʼ ἐμοῦ, καὶ διέσωσέ με ἐν τῇ ὁδῷ, ᾗ ἐπορεύθην.
1233	ΓΕΝΕΣΙΣ 35:6	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ἥ	γῇ	\vs{6}Ἦλθε δὲ Ἰακὼβ εἰς Λουζὰ ἥ ἐστιν ἐν γῇ Χαναὰν, ἥ ἐστι Βαιθὴλ, αὐτὸς, καὶ πᾶς ὁ λαὸς, ὃς ἦν μετʼ αὐτοῦ.
1361	ΓΕΝΕΣΙΣ 38:14	ἐστιν ἐν	ἐστιν ἐν	474	consecutive enclitics	ἥ	παρόδῳ	\vs{14}Καὶ περιελομένη τὰ ἱμάτια τῆς χηρεύσεως ἀφʼ ἑαυτῆς, περιέβαλε τὸ θέριστρον, καὶ ἐκαλλωπίσατο, καὶ ἐκάθισε πρὸς ταῖς πύλαις Αἰνὰν, ἥ ἐστιν ἐν παρόδῳ Θαμνά· ἴδε γὰρ ὅτι μέγας γέγονε Σηλὼμ, αὐτὸς δὲ οὐκ ἔδωκεν αὐτὴν αὐτῷ γυναῖκα.
1368	ΓΕΝΕΣΙΣ 38:21	ἐστιν ἡ	ἐστιν ἡ	474	consecutive enclitics	ποῦ	πόρνη	\vs{21}Ἐπηρώτησε δὲ τοὺς ἄνδρας τοὺς ἐκ τοῦ τόπου, ποῦ ἐστιν ἡ πόρνη ἡ γενομένη ἐν Αἰνὰν ἐπὶ τῆς ὁδοῦ; καὶ εἶπαν, οὐκ ἦν ἐνταῦθα πόρνη.
1369	ΓΕΝΕΣΙΣ 38:22	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	ἄνθρωποι	τοῦ	\vs{22}Καὶ ἀπεστράφη πρὸς Ἰούδαν, καὶ εἶπεν, οὐχ εὗρον· καὶ οἱ ἄνθρωποι οἱ ἐκ τοῦ τόπου λέγουσι, μὴ εἶναι ὧδε πόρνην.
1387	ΓΕΝΕΣΙΣ 39:8	εἰ ὁ	εἰ ὁ	544	consecutive enclitics	αὐτοῦ	κύριός	\vs{8}Ὁ δὲ οὐκ ἤθελεν· εἶπε δὲ τῇ γυναικὶ τοῦ κυρίου αὐτοῦ, εἰ ὁ κύριός μου οὐ γινώσκει διʼ ἐμὲ οὐδὲν ἐν τῷ οἴκῳ αὐτοῦ, καὶ πάντα ὅσα ἐστὶν αὐτῷ ἔδωκεν εἰς τὰς χεῖράς μου,
1396	ΓΕΝΕΣΙΣ 39:17	με ὁ	με ὁ	1285	consecutive enclitics	πρός	παῖς	\vs{17}Καὶ ἐλάλησεν αὐτῷ κατὰ τὰ ῥήματα ταῦτα, λέγουσα, εἰσῆλθε πρός με ὁ παῖς ὁ Ἑβραῖος, ὃν εἰσήγαγες πρὸς ἡμᾶς, ἐμπαῖξαί μοι· καὶ εἶπέ μοι, κοιμηθήσομαι μετὰ σοῦ.
1398	ΓΕΝΕΣΙΣ 39:19	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐποίησέ	παῖς	\vs{19}Ἐγένετο δὲ, ὡς ἤκουσεν ὁ κύριος τὰ ῥήματα τῆς γυναικὸς αὐτοῦ, ὅσα ἐλάλησε πρὸς αὐτὸν, λέγουσα, οὕτως ἐποίησέ μοι ὁ παῖς σου, καὶ ἐθυμώθη ὀργῇ.
1419	ΓΕΝΕΣΙΣ 40:14	με ἐκ	με ἐκ	1285	consecutive enclitics	ἐξάξεις	τοῦ	\vs{14}Ἀλλὰ μνήσθητί μου διὰ σεαυτοῦ, ὅταν εὖ γενηταί σοι· καὶ ποιήσεις ἐν ἐμοὶ ἔλεος· καὶ μνησθήσῃ περὶ ἐμοῦ πρὸς Φαραὼ, καὶ ἐξάξεις με ἐκ τοῦ ὀχυρώματος τούτου.
1420	ΓΕΝΕΣΙΣ 40:15	με εἰς	με εἰς	1285	consecutive enclitics	ἐνέβαλόν	τὸν	\vs{15}Ὅτι κλοπῇ ἐκλάπην ἐκ γῆς Ἑβραίων, καὶ ὧδε οὐκ ἐποίησα οὐδὲν, ἀλλʼ ἐνέβαλόν με εἰς τὸν λάκκον τοῦτον.
1485	ΓΕΝΕΣΙΣ 41:52	με ὁ	με ὁ	1285	consecutive enclitics	ηὔξησέ	Θεὸς	\vs{52}Τὸ δὲ ὄνομα τοῦ δευτέρου ἐκάλεσεν, Ἐφραίμ· ὅτι ηὔξησέ με ὁ Θεὸς ἐν γῇ ταπεινώσεώς μου.
1506	ΓΕΝΕΣΙΣ 42:13	ἐσμεν οἱ	ἐσμεν οἱ	17	consecutive enclitics	δώδεκά	παῖδές	\vs{13}Οἱ δὲ εἶπαν, δώδεκά ἐσμεν οἱ παῖδές σου ἀδελφοὶ ἐν γῇ Χαναάν· καὶ ἰδοὺ ὁ νεώτερος μετὰ τοῦ πατρὸς ἡμῶν σήμερον· ὁ δὲ ἕτερος οὐχ ὑπάρχει.
1532	ΓΕΝΕΣΙΣ 42:38	μου μεθ	μου μεθ	4317	consecutive enclitics	υἱός		\vs{38}Ὁ δὲ εἶπεν, οὐ καταβήσεται ὁ υἱός μου μεθʼ ὑμῶν, ὅτι ὁ ἀδελφὸς αὐτοῦ ἀπέθανε, καὶ αὐτὸς μόνος καταλέλειπται· καὶ συμβήσεται αὐτὸν μαλακισθῆναι ἐν τῇ ὁδῷ, ᾗ ἐὰν πορεύησθε, καὶ κατάξετέ μου τὸ γῆρας μετὰ λύπης εἰς ᾅδου.
1563	ΓΕΝΕΣΙΣ 43:28	σου ὁ	σου ὁ	5611	consecutive enclitics	παῖς	πατὴρ	\vs{28}Οἱ δὲ εἶπαν, ὑγιαίνει ὁ παῖς σου ὁ πατὴρ ἡμῶν, ἔτι ζῇ. Καὶ εἶπεν, εὐλογημένος ὁ ἄνθρωπος ἐκεῖνος τῷ Θεῷ· καὶ κύψαντες προσεκύνησαν αὐτῷ.
1600	ΓΕΝΕΣΙΣ 44:27	μοι ἡ	μοι ἡ	882	consecutive enclitics	ἔτεκέ	γυνὴ	\vs{27}Εἶπε δὲ ὁ παῖς σου πατὴρ ἡμῶν πρὸς ἡμᾶς, ὑμεῖς γινώσκετε ὅτι δύο ἔτεκέ μοι ἡ γυνὴ,
1614	ΓΕΝΕΣΙΣ 45:5	με ὁ	με ὁ	1285	consecutive enclitics	ἀπέστειλέ	Θεὸς	\vs{5}Νῦν οὖν μὴ λυπεῖσθε, μηδὲ σκληρὸν ὑμῖν φανήτω, ὅτι ἀπέδοσθέ με ὧδε· εἰς γὰρ ζωὴν ἀπέστειλέ με ὁ Θεὸς ἔμπροσθεν ὑμῶν.
